Airline,Departure Airport,Arrival Airport,Aircraft Type,Departure Planned Time,Departure Time,Arrival Planned Time,Arrival Time,Distance,Number of Containers,Cargo Weight,Freight Load Factor,Cargo Type,Priority Cargo,Special Handling,Temperature-Controlled Freight,Dangerous Goods,Peak Freight Season,Departure Weather Conditions,Delay
CK,BHX,SHA,A320,04/12/2024 13:32,04/12/2024 13:32,05/12/2024 01:32,05/12/2024 01:32,9695,19,17222,91.09,Pharmaceuticals,Yes,Yes,No,Yes,Yes,Rain,No
EK,BRS,XMN,B737,04/12/2024 13:50,04/12/2024 13:50,04/12/2024 21:50,04/12/2024 21:50,11141,22,14162,61.62,Electronics,Yes,No,No,Yes,No,Fog,No
IB,LGW,GRU,A380,20/12/2024 10:55,20/12/2024 10:55,20/12/2024 21:55,20/12/2024 21:55,5122,39,15010,90.6,Perishables,Yes,Yes,Yes,No,No,Clear,No
UA,NCL,LAX,A320,09/12/2024 04:01,09/12/2024 04:01,09/12/2024 12:01,09/12/2024 12:01,6362,46,9703,65.22,Perishables,No,No,No,No,Yes,Fog,No
VS,LHR,SCL,A380,12/12/2024 15:05,12/12/2024 15:05,13/12/2024 01:05,13/12/2024 01:05,10319,11,12459,61.41,Perishables,No,No,No,Yes,No,Clear,No
DL,MAN,DFW,A380,31/12/2024 23:11,31/12/2024 23:11,01/01/2025 10:11,01/01/2025 10:11,6523,10,,69.71,General Cargo,No,Yes,Yes,Yes,Yes,Snow,No
CK,LHR,DEL,B737,04/12/2024 16:47,04/12/2024 16:47,05/12/2024 02:47,05/12/2024 02:47,7026,11,16948,,General Cargo,Yes,No,No,Yes,No,Rain,No
TK,BRS,MEL,B777,07/12/2024 00:32,07/12/2024 00:32,07/12/2024 13:32,07/12/2024 13:32,10370,47,16095,68.66,Electronics,Yes,No,No,No,Yes,Fog,No
DL,MAN,ATL,A320,24/12/2024 01:33,24/12/2024 01:33,24/12/2024 14:33,24/12/2024 14:33,11478,21,10356,87.22,General Cargo,No,No,Yes,Yes,Yes,Rain,No
QR,NCL,BJS,A320,14/12/2024 18:47,14/12/2024 18:47,15/12/2024 06:47,15/12/2024 06:47,7480,31,1114,82.74,Pharmaceuticals,Yes,Yes,No,No,No,Fog,No
QR,NCL,MEL,B777,08/12/2024 10:07,08/12/2024 10:07,09/12/2024 00:07,09/12/2024 00:07,8787,13,18992,82.88,Pharmaceuticals,Yes,No,No,No,Yes,Fog,No
BA,LGW,SIN,B777,20/12/2024 09:23,20/12/2024 09:23,20/12/2024 20:23,20/12/2024 20:23,6709,38,,80.38,Perishables,No,Yes,No,No,Yes,Snow,No
TK,BHX,MEL,A380,18/12/2024 20:43,18/12/2024 20:43,19/12/2024 10:43,19/12/2024 10:43,7498,10,11789,94.57,Pharmaceuticals,Yes,No,No,No,Yes,Rain,Yes
DL,LGW,DEN,A380,16/12/2024 18:55,16/12/2024 18:55,17/12/2024 03:55,17/12/2024 03:55,9403,38,1163,66.52,General Cargo,No,Yes,No,Yes,No,Fog,No
BA,LGW,BJS,A380,08/12/2024 23:00,08/12/2024 23:00,09/12/2024 08:00,09/12/2024 08:00,6803,16,12092,60.77,Perishables,No,Yes,Yes,Yes,Yes,Clear,No
DL,MAN,DEN,B737,22/12/2024 14:56,22/12/2024 14:56,23/12/2024 04:56,23/12/2024 04:56,5994,35,5731,74.17,General Cargo,No,No,No,Yes,No,Fog,No
BA,BRS,ICN,A380,06/12/2024 12:01,06/12/2024 12:01,06/12/2024 22:01,06/12/2024 22:01,10011,41,3248,66.52,Perishables,Yes,Yes,Yes,No,Yes,Clear,No
CV,MAN,BJS,B777,16/12/2024 08:06,16/12/2024 08:06,16/12/2024 16:06,16/12/2024 16:06,10021,45,11242,70.64,Perishables,Yes,No,No,No,No,Fog,No
DL,NCL,SCL,A320,13/12/2024 02:43,13/12/2024 02:43,13/12/2024 14:43,13/12/2024 14:43,5051,43,17080,75.04,Electronics,No,Yes,No,No,No,Rain,No
CV,LGW,GRU,A380,18/12/2024 07:24,18/12/2024 09:13,18/12/2024 21:24,18/12/2024 23:13,8838,16,18960,81.37,Perishables,No,Yes,Yes,No,Yes,Fog,Yes
DL,BHX,DEN,A320,26/12/2024 04:21,26/12/2024 04:21,26/12/2024 18:21,26/12/2024 18:21,8528,29,8661,70.06,Pharmaceuticals,Yes,Yes,No,No,Yes,Fog,No
DL,LHR,DFW,A320,19/12/2024 05:11,19/12/2024 06:54,19/12/2024 14:11,19/12/2024 15:54,11837,43,,72.16,Pharmaceuticals,No,No,No,Yes,No,Fog,Yes
UA,ABZ,DEN,A380,11/12/2024 17:42,11/12/2024 17:42,12/12/2024 02:42,12/12/2024 02:42,5434,17,17867,65.09,Pharmaceuticals,Yes,Yes,No,Yes,No,Clear,No
CX,ABZ,SHA,B777,24/12/2024 06:18,24/12/2024 06:18,24/12/2024 14:18,24/12/2024 14:18,7964,5,8877,65.99,Perishables,No,No,Yes,No,Yes,Snow,No
TK,ABZ,DXB,A320,20/12/2024 13:17,20/12/2024 13:17,21/12/2024 02:17,21/12/2024 02:17,10447,38,17968,68.52,Electronics,Yes,Yes,No,Yes,No,Clear,No
AC,BHX,YYZ,A380,05/12/2024 10:21,05/12/2024 10:21,05/12/2024 20:21,05/12/2024 20:21,6442,28,5329,79.04,General Cargo,Yes,No,No,Yes,No,Clear,No
QR,LGW,JNB,A380,05/12/2024 14:59,05/12/2024 14:59,05/12/2024 22:59,05/12/2024 22:59,10105,27,15136,89.23,Pharmaceuticals,No,Yes,Yes,No,Yes,Rain,No
VS,LHR,DEN,A380,27/12/2024 08:04,27/12/2024 08:04,27/12/2024 17:04,27/12/2024 17:04,6426,34,19915,72.11,General Cargo,No,Yes,No,Yes,No,Snow,No
QR,NCL,IST,A380,31/12/2024 20:07,31/12/2024 20:07,01/01/2025 10:07,01/01/2025 10:07,8590,12,5626,94.65,Perishables,No,Yes,Yes,Yes,Yes,Rain,No
BA,MAN,LAX,B777,02/12/2024 03:49,02/12/2024 03:49,02/12/2024 13:49,02/12/2024 13:49,10442,44,15965,92.97,Perishables,Yes,No,No,No,Yes,Clear,No
GF,NCL,MEL,A320,03/12/2024 12:27,03/12/2024 12:27,03/12/2024 22:27,03/12/2024 22:27,6876,25,12142,64.99,Pharmaceuticals,No,Yes,Yes,No,Yes,Fog,No
BA,LHR,MEL,B737,09/12/2024 12:36,09/12/2024 12:36,10/12/2024 00:36,10/12/2024 00:36,10604,11,16613,69.97,Pharmaceuticals,No,Yes,No,No,Yes,Clear,No
UA,BRS,ORD,B737,08/12/2024 23:02,08/12/2024 23:02,09/12/2024 07:02,09/12/2024 07:02,8361,49,8944,89.78,Pharmaceuticals,No,Yes,No,No,No,Rain,No
BA,MAN,DEN,B777,21/12/2024 23:41,21/12/2024 23:41,22/12/2024 08:41,22/12/2024 08:41,5360,34,17097,72.17,Perishables,No,Yes,Yes,Yes,No,Clear,No
AC,BRS,YUL,B737,16/12/2024 15:03,16/12/2024 15:03,17/12/2024 05:03,17/12/2024 05:03,7523,26,7270,94.49,General Cargo,Yes,Yes,Yes,Yes,Yes,Rain,No
SQ,LGW,JNB,B737,30/12/2024 13:10,30/12/2024 13:10,31/12/2024 01:10,31/12/2024 01:10,10333,40,8858,94.39,Pharmaceuticals,Yes,Yes,Yes,Yes,No,Rain,No
GF,LHR,BOM,A380,13/12/2024 07:09,13/12/2024 07:09,13/12/2024 17:09,13/12/2024 17:09,5610,19,2543,67.46,Perishables,No,Yes,Yes,Yes,Yes,Snow,No
QR,LGW,BKK,A320,20/12/2024 15:08,20/12/2024 15:08,21/12/2024 01:08,21/12/2024 01:08,8870,27,2733,93.75,Perishables,Yes,No,No,No,No,Rain,No
GF,ABZ,XMN,B737,12/12/2024 19:51,12/12/2024 19:51,13/12/2024 05:51,13/12/2024 05:51,8065,16,7028,87.22,Pharmaceuticals,No,Yes,Yes,Yes,Yes,Snow,No
CK,LHR,MEL,A380,29/12/2024 01:32,29/12/2024 03:16,29/12/2024 09:32,29/12/2024 11:16,5295,45,1799,66.72,Perishables,Yes,No,Yes,No,Yes,Clear,Yes
IB,LHR,VCP,B777,13/12/2024 06:22,13/12/2024 06:22,13/12/2024 16:22,13/12/2024 16:22,11491,18,12408,78.63,Pharmaceuticals,Yes,Yes,Yes,No,Yes,Snow,No
CV,NCL,VCP,B737,08/12/2024 20:36,08/12/2024 20:36,09/12/2024 08:36,09/12/2024 08:36,7639,34,5511,93.27,Electronics,Yes,No,No,No,Yes,Snow,No
CK,BRS,BKK,A320,14/12/2024 15:42,14/12/2024 15:42,15/12/2024 02:42,15/12/2024 02:42,5526,48,2753,70.58,Perishables,No,Yes,No,No,Yes,Fog,No
AC,LHR,YUL,B737,16/12/2024 00:15,16/12/2024 00:15,16/12/2024 10:15,16/12/2024 10:15,5542,6,9977,90.65,General Cargo,Yes,Yes,No,Yes,Yes,Fog,No
CK,BRS,SYD,B777,13/12/2024 14:01,13/12/2024 14:01,13/12/2024 22:01,13/12/2024 22:01,5294,27,16321,61.47,Pharmaceuticals,No,Yes,Yes,Yes,No,Rain,No
EY,LHR,XMN,B737,28/12/2024 03:26,28/12/2024 03:26,28/12/2024 17:26,28/12/2024 17:26,9786,23,19493,88.25,Perishables,No,No,Yes,Yes,Yes,Snow,No
TK,ABZ,XMN,B777,07/12/2024 06:49,07/12/2024 06:49,07/12/2024 15:49,07/12/2024 15:49,9683,14,4582,78.93,Pharmaceuticals,No,Yes,No,Yes,Yes,Clear,No
SQ,LHR,BOM,A320,11/12/2024 11:02,11/12/2024 11:02,11/12/2024 21:02,11/12/2024 21:02,5636,49,5874,78.65,Pharmaceuticals,No,Yes,No,No,No,Clear,No
VS,NCL,DEN,B777,11/12/2024 01:23,11/12/2024 01:23,11/12/2024 15:23,11/12/2024 15:23,6071,38,9519,89.84,Pharmaceuticals,Yes,Yes,Yes,No,Yes,Rain,No
TK,MAN,SHA,A320,02/12/2024 20:28,02/12/2024 20:28,03/12/2024 04:28,03/12/2024 04:28,9902,11,12885,88.01,General Cargo,No,Yes,Yes,No,No,Rain,No
QR,ABZ,XMN,A320,09/12/2024 12:15,09/12/2024 12:15,09/12/2024 21:15,09/12/2024 21:15,5131,48,8290,75.18,Electronics,Yes,Yes,No,Yes,Yes,Fog,No
GF,BHX,BKK,A320,30/12/2024 23:16,30/12/2024 23:16,31/12/2024 09:16,31/12/2024 09:16,11030,8,15661,64.93,Electronics,No,Yes,No,No,Yes,Clear,No
QR,BHX,DEL,A380,17/12/2024 21:26,17/12/2024 21:26,18/12/2024 09:26,18/12/2024 09:26,5594,43,17524,79.33,Perishables,No,Yes,Yes,No,No,Snow,No
UA,NCL,SCL,B737,09/12/2024 09:06,09/12/2024 09:06,09/12/2024 17:06,09/12/2024 17:06,7552,32,9062,85.76,General Cargo,No,Yes,No,Yes,No,Fog,No
BA,BRS,MCT,A320,09/12/2024 23:07,09/12/2024 23:07,10/12/2024 07:07,10/12/2024 07:07,6867,26,16820,78.84,Pharmaceuticals,No,No,Yes,Yes,Yes,Fog,No
DL,LGW,LAX,B777,31/12/2024 19:22,31/12/2024 21:20,01/01/2025 06:22,01/01/2025 08:20,8604,47,2158,73.66,Pharmaceuticals,No,No,Yes,Yes,Yes,Clear,Yes
AC,NCL,YUL,A320,27/12/2024 15:27,27/12/2024 16:43,27/12/2024 23:27,28/12/2024 00:43,8977,11,11207,83.52,General Cargo,Yes,Yes,No,No,No,Rain,Yes
TP,ABZ,GRU,A380,02/12/2024 07:12,02/12/2024 07:12,02/12/2024 18:12,02/12/2024 18:12,8495,20,17383,78.27,General Cargo,Yes,Yes,Yes,No,No,Snow,No
QR,MAN,IST,B777,30/12/2024 19:25,30/12/2024 19:25,31/12/2024 04:25,31/12/2024 04:25,11293,13,1976,75.82,Pharmaceuticals,Yes,Yes,Yes,Yes,Yes,Fog,No
BA,NCL,ORD,B777,30/12/2024 10:30,30/12/2024 10:30,30/12/2024 20:30,30/12/2024 20:30,10569,7,9464,82.66,Perishables,Yes,No,No,Yes,No,Clear,No
LH,LHR,VCP,A320,16/12/2024 04:02,16/12/2024 04:02,16/12/2024 18:02,16/12/2024 18:02,10167,47,14432,85.55,Pharmaceuticals,Yes,No,Yes,Yes,No,Rain,No
EK,LGW,MCT,A320,05/12/2024 13:38,05/12/2024 13:38,06/12/2024 03:38,06/12/2024 03:38,10328,39,12943,80.14,General Cargo,Yes,No,Yes,Yes,No,Rain,No
CV,LGW,SHA,B777,18/12/2024 16:06,18/12/2024 16:06,19/12/2024 06:06,19/12/2024 06:06,9027,27,17327,78.43,Pharmaceuticals,Yes,No,Yes,No,Yes,Fog,No
DL,BRS,ATL,A320,20/12/2024 19:09,20/12/2024 19:09,21/12/2024 03:09,21/12/2024 03:09,7167,29,10368,69.85,General Cargo,No,Yes,Yes,Yes,No,Rain,No
CK,LHR,BJS,B777,07/12/2024 11:34,07/12/2024 11:34,07/12/2024 19:34,07/12/2024 19:34,5333,17,10083,76.86,General Cargo,No,Yes,Yes,No,No,Snow,No
TK,ABZ,SYD,B737,13/12/2024 23:37,13/12/2024 23:37,14/12/2024 10:37,14/12/2024 10:37,7524,26,2578,82.81,General Cargo,Yes,Yes,No,No,No,Clear,No
UA,BHX,ORD,B777,14/12/2024 19:25,14/12/2024 19:25,15/12/2024 09:25,15/12/2024 09:25,7161,33,12731,64.14,Electronics,Yes,Yes,Yes,No,No,Clear,No
QR,LGW,BOM,B777,24/12/2024 21:46,24/12/2024 21:46,25/12/2024 11:46,25/12/2024 11:46,5519,27,14901,80.01,Electronics,Yes,No,No,No,No,Rain,No
BA,BHX,DEN,B737,29/12/2024 13:13,29/12/2024 13:13,30/12/2024 01:13,30/12/2024 01:13,11850,34,8313,87.07,Electronics,Yes,No,Yes,Yes,No,Snow,No
AA,BRS,ORD,A380,15/12/2024 00:47,15/12/2024 00:47,15/12/2024 13:47,15/12/2024 13:47,10139,37,10808,77.9,Electronics,Yes,Yes,No,Yes,Yes,Snow,No
BA,BRS,ORD,B777,23/12/2024 20:20,23/12/2024 20:20,24/12/2024 10:20,24/12/2024 10:20,5948,35,11834,88.4,General Cargo,No,No,No,No,No,Snow,No
EY,NCL,ICN,B777,08/12/2024 08:04,08/12/2024 08:04,08/12/2024 22:04,08/12/2024 22:04,6602,41,14472,74.4,Electronics,Yes,No,No,Yes,Yes,Fog,No
EY,BHX,CAI,B777,30/12/2024 01:25,30/12/2024 01:25,30/12/2024 13:25,30/12/2024 13:25,5012,42,13526,71.63,Pharmaceuticals,Yes,Yes,Yes,No,Yes,Rain,No
LA,LGW,GRU,A320,15/12/2024 11:08,15/12/2024 11:08,15/12/2024 23:08,15/12/2024 23:08,11295,11,13359,89.92,Electronics,Yes,Yes,Yes,No,No,Fog,No
BA,ABZ,ATL,B737,21/12/2024 05:34,21/12/2024 06:47,21/12/2024 18:34,21/12/2024 19:47,7529,28,7421,86.14,Electronics,No,No,No,No,No,Fog,Yes
CK,NCL,DEL,A380,19/12/2024 21:56,19/12/2024 21:56,20/12/2024 05:56,20/12/2024 05:56,6568,23,13667,62.18,General Cargo,Yes,No,Yes,No,Yes,Clear,No
TP,NCL,GRU,A380,01/12/2024 08:45,01/12/2024 08:45,01/12/2024 20:45,01/12/2024 20:45,9510,5,13897,87.06,Pharmaceuticals,No,Yes,No,No,Yes,Fog,No
CV,LGW,SYD,B777,10/12/2024 10:04,10/12/2024 10:04,10/12/2024 22:04,10/12/2024 22:04,11282,39,14018,92.16,Perishables,No,No,Yes,Yes,No,Snow,No
GF,LHR,CAI,A320,11/12/2024 18:01,11/12/2024 18:01,12/12/2024 04:01,12/12/2024 04:01,5272,46,5412,66.6,Perishables,No,No,Yes,Yes,Yes,Rain,No
DL,MAN,ATL,A380,23/12/2024 05:54,23/12/2024 05:54,23/12/2024 16:54,23/12/2024 16:54,10652,39,16203,66.03,General Cargo,No,Yes,Yes,No,Yes,Fog,No
CX,BHX,DXB,B737,01/12/2024 05:50,01/12/2024 05:50,01/12/2024 17:50,01/12/2024 17:50,7321,28,2017,86.37,Electronics,Yes,No,No,Yes,Yes,Clear,No
AA,BHX,ATL,B777,23/12/2024 20:31,23/12/2024 20:31,24/12/2024 09:31,24/12/2024 09:31,9534,14,12299,66.31,Pharmaceuticals,No,No,No,Yes,Yes,Clear,No
QR,MAN,BOM,B777,30/12/2024 19:17,30/12/2024 19:17,31/12/2024 06:17,31/12/2024 06:17,10061,7,14678,72,General Cargo,No,No,Yes,Yes,No,Rain,No
QR,BHX,NRT,A320,24/12/2024 14:26,24/12/2024 14:26,25/12/2024 02:26,25/12/2024 02:26,5575,11,2365,76.31,Perishables,Yes,Yes,Yes,Yes,Yes,Rain,No
TK,ABZ,DEL,B737,03/12/2024 01:27,03/12/2024 01:27,03/12/2024 09:27,03/12/2024 09:27,9746,42,14217,76.97,General Cargo,Yes,No,No,No,No,Clear,No
QT,MAN,VCP,A320,10/12/2024 09:52,10/12/2024 09:52,10/12/2024 21:52,10/12/2024 21:52,7380,14,15538,77.97,Pharmaceuticals,Yes,Yes,No,No,Yes,Clear,No
QR,BHX,SIN,B737,03/12/2024 06:38,03/12/2024 06:38,03/12/2024 20:38,03/12/2024 20:38,9960,12,7061,91.89,General Cargo,No,Yes,Yes,No,Yes,Clear,No
QT,ABZ,VCP,A380,11/12/2024 13:10,11/12/2024 13:10,12/12/2024 01:10,12/12/2024 01:10,5363,21,18229,74.64,Perishables,No,Yes,No,No,Yes,Clear,No
DL,NCL,DFW,B737,31/12/2024 04:05,31/12/2024 04:05,31/12/2024 13:05,31/12/2024 13:05,7032,30,17882,77.64,Perishables,Yes,No,No,Yes,Yes,Clear,No
CX,LGW,DEL,A320,22/12/2024 12:30,22/12/2024 12:30,23/12/2024 01:30,23/12/2024 01:30,6100,20,5033,64.4,Perishables,Yes,No,Yes,Yes,Yes,Fog,No
DL,ABZ,ORD,B737,25/12/2024 05:50,25/12/2024 06:25,25/12/2024 16:50,25/12/2024 17:25,11694,11,3681,85,General Cargo,Yes,Yes,Yes,No,Yes,Fog,Yes
TK,NCL,DEL,B777,24/12/2024 12:27,24/12/2024 12:27,24/12/2024 23:27,24/12/2024 23:27,6768,21,6185,63.07,Perishables,Yes,No,Yes,No,Yes,Clear,No
CV,LHR,SHA,B737,28/12/2024 10:21,28/12/2024 10:21,28/12/2024 18:21,28/12/2024 18:21,6624,7,10373,79.7,Electronics,No,Yes,No,Yes,No,Snow,No
BA,ABZ,VCP,B737,07/12/2024 10:30,07/12/2024 10:30,07/12/2024 21:30,07/12/2024 21:30,5972,45,3632,94.83,Perishables,Yes,Yes,Yes,Yes,Yes,Snow,No
QT,NCL,GRU,A380,17/12/2024 20:13,17/12/2024 20:13,18/12/2024 05:13,18/12/2024 05:13,11174,35,3313,74.23,Electronics,Yes,No,No,No,Yes,Fog,No
BA,MAN,LAX,B777,12/12/2024 19:55,12/12/2024 19:55,13/12/2024 07:55,13/12/2024 07:55,7422,39,11282,81.69,Electronics,Yes,Yes,No,Yes,No,Snow,No
QR,ABZ,BKK,A380,10/12/2024 12:40,10/12/2024 12:40,11/12/2024 00:40,11/12/2024 00:40,11196,49,5018,79.02,Perishables,Yes,No,Yes,Yes,Yes,Rain,No
VS,LGW,SCL,B777,25/12/2024 15:16,25/12/2024 15:16,26/12/2024 02:16,26/12/2024 02:16,5354,42,16668,66.88,Electronics,No,No,Yes,Yes,No,Rain,No
BA,BRS,DXB,A380,27/12/2024 17:08,27/12/2024 17:08,28/12/2024 04:08,28/12/2024 04:08,7606,9,12837,82.88,Electronics,No,No,No,No,Yes,Clear,No
DL,BHX,DFW,B737,14/12/2024 21:42,14/12/2024 21:42,15/12/2024 07:42,15/12/2024 07:42,8429,46,19510,92.08,Pharmaceuticals,No,Yes,Yes,No,No,Clear,No
EY,BRS,JNB,A380,09/12/2024 09:20,09/12/2024 09:20,09/12/2024 23:20,09/12/2024 23:20,6500,47,6546,75.72,Pharmaceuticals,No,Yes,No,Yes,No,Clear,No
QR,LGW,IST,A320,24/12/2024 00:20,24/12/2024 00:20,24/12/2024 11:20,24/12/2024 11:20,10696,14,6774,87.5,Electronics,Yes,Yes,No,No,Yes,Clear,No
CX,BHX,BJS,A320,16/12/2024 15:35,16/12/2024 15:35,16/12/2024 23:35,16/12/2024 23:35,8524,45,16763,62.66,Electronics,Yes,No,No,No,No,Snow,No
BA,MAN,JNB,B777,29/12/2024 00:15,29/12/2024 01:16,29/12/2024 10:15,29/12/2024 11:16,6897,21,19563,89.34,Perishables,No,Yes,Yes,Yes,No,Snow,Yes
TP,LGW,GRU,B777,07/12/2024 16:35,07/12/2024 16:35,08/12/2024 03:35,08/12/2024 03:35,5222,23,17913,94.34,General Cargo,Yes,No,Yes,No,Yes,Snow,No
AA,LHR,LAX,A380,31/12/2024 01:24,31/12/2024 01:24,31/12/2024 09:24,31/12/2024 09:24,9936,10,1193,89.22,Perishables,No,Yes,No,Yes,No,Fog,No
VS,NCL,DFW,B737,03/12/2024 22:03,03/12/2024 22:16,04/12/2024 10:03,04/12/2024 10:16,6783,43,6831,94.1,Perishables,No,Yes,No,Yes,Yes,Rain,Yes
AC,LGW,YUL,B737,12/12/2024 23:31,12/12/2024 23:31,13/12/2024 12:31,13/12/2024 12:31,6120,48,11870,81.88,Electronics,Yes,No,No,Yes,No,Fog,No
TK,MAN,ICN,A320,31/12/2024 00:07,31/12/2024 00:07,31/12/2024 08:07,31/12/2024 08:07,9129,10,15312,65.16,Perishables,Yes,No,No,No,No,Rain,No
GF,LHR,BJS,A380,16/12/2024 00:09,16/12/2024 00:09,16/12/2024 09:09,16/12/2024 09:09,6699,8,14898,91.11,General Cargo,No,No,No,Yes,Yes,Snow,No
DL,LHR,LAX,B737,27/12/2024 16:26,27/12/2024 16:26,28/12/2024 05:26,28/12/2024 05:26,5359,41,2428,65.24,General Cargo,Yes,No,Yes,Yes,No,Rain,No
GF,BRS,JNB,A320,27/12/2024 09:31,27/12/2024 09:31,27/12/2024 19:31,27/12/2024 19:31,8477,31,16542,64.09,Pharmaceuticals,Yes,No,Yes,No,No,Fog,No
EK,BRS,DEL,A320,26/12/2024 06:14,26/12/2024 06:14,26/12/2024 19:14,26/12/2024 19:14,7074,43,17006,79.49,Electronics,Yes,Yes,Yes,No,No,Snow,No
SQ,BHX,ICN,A380,23/12/2024 14:35,23/12/2024 14:35,23/12/2024 23:35,23/12/2024 23:35,10169,22,15034,81.92,Pharmaceuticals,No,No,Yes,Yes,No,Snow,No
CV,BRS,DXB,B777,12/12/2024 23:03,12/12/2024 23:03,13/12/2024 12:03,13/12/2024 12:03,10424,7,13517,80.84,Electronics,No,No,Yes,Yes,No,Clear,No
BA,BHX,DEN,B777,19/12/2024 23:15,20/12/2024 00:06,20/12/2024 12:15,20/12/2024 13:06,10581,48,13965,80.9,General Cargo,Yes,No,Yes,Yes,No,Rain,Yes
BA,BRS,CPT,A380,10/12/2024 19:01,10/12/2024 19:01,11/12/2024 04:01,11/12/2024 04:01,7215,21,1885,65.82,Perishables,Yes,No,Yes,No,Yes,Snow,No
QR,NCL,BOM,A320,04/12/2024 19:27,04/12/2024 19:27,05/12/2024 09:27,05/12/2024 09:27,9907,27,10144,88.98,General Cargo,Yes,No,No,Yes,Yes,Rain,No
AA,BRS,ATL,B777,23/12/2024 04:51,23/12/2024 04:51,23/12/2024 13:51,23/12/2024 13:51,5555,35,11677,66.45,Perishables,Yes,No,No,No,No,Snow,No
BA,NCL,CPT,A320,12/12/2024 17:39,12/12/2024 17:39,13/12/2024 01:39,13/12/2024 01:39,8702,6,13039,88.53,Electronics,No,No,No,No,No,Fog,No
BA,ABZ,BKK,A380,09/12/2024 12:08,09/12/2024 12:08,09/12/2024 23:08,09/12/2024 23:08,10099,49,2287,66.78,Electronics,Yes,Yes,Yes,Yes,Yes,Clear,No
CV,LGW,CAI,B737,19/12/2024 02:45,19/12/2024 02:45,19/12/2024 10:45,19/12/2024 10:45,7279,22,18968,79.55,Perishables,Yes,No,Yes,No,No,Snow,No
EY,BRS,BOM,A380,09/12/2024 11:10,09/12/2024 11:10,09/12/2024 22:10,09/12/2024 22:10,6031,14,13718,76.23,Pharmaceuticals,No,No,Yes,Yes,Yes,Snow,No
EK,BHX,BKK,A320,18/12/2024 13:34,18/12/2024 13:34,19/12/2024 01:34,19/12/2024 01:34,5411,19,4346,94.45,Pharmaceuticals,No,No,Yes,Yes,No,Snow,No
UA,LHR,LAX,A320,11/12/2024 01:21,11/12/2024 01:25,11/12/2024 15:21,11/12/2024 15:25,11085,26,10261,84.41,Pharmaceuticals,Yes,No,No,No,No,Fog,Yes
EY,LHR,SHA,A320,09/12/2024 08:21,09/12/2024 08:21,09/12/2024 17:21,09/12/2024 17:21,11375,10,2206,70.74,Perishables,Yes,No,Yes,Yes,No,Clear,No
BA,MAN,DFW,A320,17/12/2024 03:28,17/12/2024 03:28,17/12/2024 14:28,17/12/2024 14:28,9996,10,13769,87.93,Pharmaceuticals,Yes,No,Yes,No,No,Rain,No
CX,ABZ,SYD,A380,25/12/2024 22:26,25/12/2024 22:26,26/12/2024 11:26,26/12/2024 11:26,5671,27,17494,91.34,Perishables,No,No,Yes,Yes,No,Snow,No
AA,BRS,ATL,B777,19/12/2024 08:27,19/12/2024 08:27,19/12/2024 18:27,19/12/2024 18:27,9753,46,6928,73.94,Electronics,No,No,No,Yes,Yes,Rain,No
SQ,LGW,DEL,A320,21/12/2024 01:55,21/12/2024 02:04,21/12/2024 15:55,21/12/2024 16:04,10163,6,19146,73.31,Perishables,No,Yes,Yes,Yes,No,Fog,Yes
UA,LGW,DEN,B777,25/12/2024 00:01,25/12/2024 00:01,25/12/2024 09:01,25/12/2024 09:01,6273,34,18330,93.83,Pharmaceuticals,Yes,No,No,Yes,No,Snow,No
SQ,LHR,JNB,A380,13/12/2024 06:59,13/12/2024 06:59,13/12/2024 14:59,13/12/2024 14:59,5497,42,3216,94.91,Pharmaceuticals,No,Yes,Yes,No,Yes,Fog,No
AC,ABZ,YYZ,B737,19/12/2024 03:09,19/12/2024 03:09,19/12/2024 15:09,19/12/2024 15:09,9834,41,1111,71.34,Perishables,No,No,No,Yes,Yes,Snow,No
AC,NCL,YUL,B777,04/12/2024 21:36,04/12/2024 21:36,05/12/2024 09:36,05/12/2024 09:36,8341,35,16067,68.87,General Cargo,No,No,No,Yes,No,Clear,No
EK,BHX,DEL,B777,04/12/2024 08:59,04/12/2024 08:59,04/12/2024 20:59,04/12/2024 20:59,11770,43,12992,88.72,Perishables,Yes,Yes,Yes,No,Yes,Fog,No
AA,BRS,ATL,A320,08/12/2024 06:46,08/12/2024 08:35,08/12/2024 16:46,08/12/2024 18:35,6480,9,5854,94.41,Electronics,No,Yes,Yes,No,No,Clear,Yes
UA,LHR,ATL,B737,08/12/2024 23:17,08/12/2024 23:17,09/12/2024 10:17,09/12/2024 10:17,5083,35,19511,61.13,Pharmaceuticals,Yes,Yes,Yes,Yes,No,Fog,No
TK,ABZ,SIN,A320,22/12/2024 16:08,22/12/2024 16:08,23/12/2024 06:08,23/12/2024 06:08,5714,12,16512,69.71,Pharmaceuticals,No,Yes,Yes,No,No,Snow,No
EY,BHX,MCT,A380,11/12/2024 05:05,11/12/2024 05:05,11/12/2024 17:05,11/12/2024 17:05,8831,45,4255,91.63,Electronics,No,No,Yes,Yes,No,Snow,No
TK,LGW,ICN,A380,16/12/2024 15:23,16/12/2024 16:16,17/12/2024 05:23,17/12/2024 06:16,5887,45,4514,84.41,General Cargo,Yes,No,Yes,No,Yes,Snow,Yes
QT,LGW,VCP,A380,24/12/2024 00:05,24/12/2024 01:59,24/12/2024 10:05,24/12/2024 11:59,6220,13,12054,63.48,Pharmaceuticals,No,No,No,No,No,Snow,Yes
